,0
12027,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_40.jpg
12028,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_41.jpg
12029,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_42.jpg
12030,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_43.jpg
12031,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_44.jpg
12032,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_45.jpg
12033,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_46.jpg
12034,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_47.jpg
12035,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_48.jpg
12036,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_49.jpg
12037,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_5.jpg
12038,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_50.jpg
12039,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_51.jpg
12040,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_52.jpg
12041,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_53.jpg
12042,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_54.jpg
12043,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_55.jpg
12044,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_56.jpg
12045,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_57.jpg
12046,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_58.jpg
12047,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_59.jpg
12048,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_6.jpg
12049,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_60.jpg
12050,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_61.jpg
12051,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_62.jpg
12052,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_63.jpg
12053,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_64.jpg
12054,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_65.jpg
12055,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_66.jpg
12056,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_67.jpg
12057,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_68.jpg
12058,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_69.jpg
12059,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_7.jpg
12060,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_70.jpg
12061,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_71.jpg
12062,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_72.jpg
12063,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_73.jpg
12064,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_74.jpg
12065,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_75.jpg
12066,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_76.jpg
12067,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_77.jpg
12068,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_78.jpg
12069,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_79.jpg
12070,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_8.jpg
12071,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_80.jpg
12072,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_81.jpg
12073,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_82.jpg
12074,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_83.jpg
12075,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_84.jpg
12076,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_85.jpg
12077,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_86.jpg
12078,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_87.jpg
12079,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_88.jpg
12080,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_89.jpg
12081,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_9.jpg
12082,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_90.jpg
12083,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_91.jpg
12084,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_92.jpg
12085,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_93.jpg
12086,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_94.jpg
12087,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_95.jpg
12088,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_96.jpg
12089,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_97.jpg
12090,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_98.jpg
12091,D:\Nepali_character_Recognisation\Nepali_Character_dataset\5\Img_99.jpg
12092,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_0.jpg
12093,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_1.jpg
12094,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_10.jpg
12095,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_100.jpg
12096,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_101.jpg
12097,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_102.jpg
12098,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_103.jpg
12099,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_104.jpg
12100,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_105.jpg
12101,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_106.jpg
12102,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_107.jpg
12103,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_108.jpg
12104,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_109.jpg
12105,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_11.jpg
12106,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_110.jpg
12107,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_111.jpg
12108,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_112.jpg
12109,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_113.jpg
12110,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_114.jpg
12111,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_115.jpg
12112,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_116.jpg
12113,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_117.jpg
12114,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_118.jpg
12115,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_119.jpg
12116,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_12.jpg
12117,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_120.jpg
12118,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_121.jpg
12119,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_122.jpg
12120,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_123.jpg
12121,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_124.jpg
12122,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_125.jpg
12123,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_126.jpg
12124,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_127.jpg
12125,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_128.jpg
12126,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_129.jpg
12127,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_13.jpg
12128,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_130.jpg
12129,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_131.jpg
12130,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_132.jpg
12131,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_133.jpg
12132,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_134.jpg
12133,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_135.jpg
12134,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_136.jpg
12135,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_137.jpg
12136,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_138.jpg
12137,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_139.jpg
12138,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_14.jpg
12139,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_140.jpg
12140,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_141.jpg
12141,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_142.jpg
12142,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_143.jpg
12143,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_144.jpg
12144,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_145.jpg
12145,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_146.jpg
12146,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_147.jpg
12147,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_148.jpg
12148,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_149.jpg
12149,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_15.jpg
12150,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_150.jpg
12151,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_151.jpg
12152,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_152.jpg
12153,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_153.jpg
12154,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_154.jpg
12155,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_155.jpg
12156,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_156.jpg
12157,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_157.jpg
12158,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_158.jpg
12159,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_159.jpg
12160,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_16.jpg
12161,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_160.jpg
12162,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_161.jpg
12163,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_162.jpg
12164,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_163.jpg
12165,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_164.jpg
12166,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_165.jpg
12167,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_166.jpg
12168,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_167.jpg
12169,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_168.jpg
12170,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_169.jpg
12171,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_17.jpg
12172,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_170.jpg
12173,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_171.jpg
12174,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_172.jpg
12175,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_173.jpg
12176,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_174.jpg
12177,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_175.jpg
12178,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_176.jpg
12179,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_177.jpg
12180,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_178.jpg
12181,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_179.jpg
12182,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_18.jpg
12183,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_180.jpg
12184,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_181.jpg
12185,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_182.jpg
12186,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_183.jpg
12187,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_184.jpg
12188,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_185.jpg
12189,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_186.jpg
12190,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_187.jpg
12191,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_188.jpg
12192,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_189.jpg
12193,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_19.jpg
12194,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_190.jpg
12195,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_191.jpg
12196,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_192.jpg
12197,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_193.jpg
12198,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_194.jpg
12199,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_195.jpg
12200,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_196.jpg
12201,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_197.jpg
12202,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_198.jpg
12203,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_199.jpg
12204,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_2.jpg
12205,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_20.jpg
12206,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_200.jpg
12207,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_201.jpg
12208,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_202.jpg
12209,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_203.jpg
12210,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_204.jpg
12211,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_21.jpg
12212,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_22.jpg
12213,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_23.jpg
12214,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_24.jpg
12215,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_25.jpg
12216,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_26.jpg
12217,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_27.jpg
12218,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_28.jpg
12219,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_29.jpg
12220,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_3.jpg
12221,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_30.jpg
12222,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_31.jpg
12223,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_32.jpg
12224,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_33.jpg
12225,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_34.jpg
12226,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_35.jpg
12227,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_36.jpg
12228,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_37.jpg
12229,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_38.jpg
12230,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_39.jpg
12231,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_4.jpg
12232,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_40.jpg
12233,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_41.jpg
12234,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_42.jpg
12235,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_43.jpg
12236,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_44.jpg
12237,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_45.jpg
12238,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_46.jpg
12239,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_47.jpg
12240,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_48.jpg
12241,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_49.jpg
12242,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_5.jpg
12243,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_50.jpg
12244,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_51.jpg
12245,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_52.jpg
12246,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_53.jpg
12247,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_54.jpg
12248,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_55.jpg
12249,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_56.jpg
12250,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_57.jpg
12251,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_58.jpg
12252,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_59.jpg
12253,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_6.jpg
12254,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_60.jpg
12255,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_61.jpg
12256,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_62.jpg
12257,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_63.jpg
12258,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_64.jpg
12259,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_65.jpg
12260,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_66.jpg
12261,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_67.jpg
12262,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_68.jpg
12263,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_69.jpg
12264,D:\Nepali_character_Recognisation\Nepali_Character_dataset\6\Img_7.jpg
